userId	geneSymbol	geneName	entrezgene	gLink
FGF1	FGF1	fibroblast growth factor 1	2246	https://www.ncbi.nlm.nih.gov/gene/?term=2246
TEN1-CDK3	TEN1-CDK3	TEN1-CDK3 readthrough (NMD candidate)	100529145	https://www.ncbi.nlm.nih.gov/gene/?term=100529145
LINC00663	LINC00663	long intergenic non-protein coding RNA 663	284440	https://www.ncbi.nlm.nih.gov/gene/?term=284440
ATOX1	ATOX1	antioxidant 1 copper chaperone	475	https://www.ncbi.nlm.nih.gov/gene/?term=475
NOTCH3	NOTCH3	notch receptor 3	4854	https://www.ncbi.nlm.nih.gov/gene/?term=4854
CES4A	CES4A	carboxylesterase 4A	283848	https://www.ncbi.nlm.nih.gov/gene/?term=283848
PPP1R32	PPP1R32	protein phosphatase 1 regulatory subunit 32	220004	https://www.ncbi.nlm.nih.gov/gene/?term=220004
SPDL1	SPDL1	spindle apparatus coiled-coil protein 1	54908	https://www.ncbi.nlm.nih.gov/gene/?term=54908
TRIM7	TRIM7	tripartite motif containing 7	81786	https://www.ncbi.nlm.nih.gov/gene/?term=81786
PRRG4	PRRG4	proline rich and Gla domain 4	79056	https://www.ncbi.nlm.nih.gov/gene/?term=79056
LYZ	LYZ	lysozyme	4069	https://www.ncbi.nlm.nih.gov/gene/?term=4069
BTG1	BTG1	BTG anti-proliferation factor 1	694	https://www.ncbi.nlm.nih.gov/gene/?term=694
ATAT1	ATAT1	alpha tubulin acetyltransferase 1	79969	https://www.ncbi.nlm.nih.gov/gene/?term=79969
SPG7	SPG7	SPG7, paraplegin matrix AAA peptidase subunit	6687	https://www.ncbi.nlm.nih.gov/gene/?term=6687
COL16A1	COL16A1	collagen type XVI alpha 1 chain	1307	https://www.ncbi.nlm.nih.gov/gene/?term=1307
FAAH2	FAAH2	fatty acid amide hydrolase 2	158584	https://www.ncbi.nlm.nih.gov/gene/?term=158584
LINC00638	LINC00638	long intergenic non-protein coding RNA 638	196872	https://www.ncbi.nlm.nih.gov/gene/?term=196872
PRMT7	PRMT7	protein arginine methyltransferase 7	54496	https://www.ncbi.nlm.nih.gov/gene/?term=54496
CLASRP	CLASRP	CLK4 associating serine/arginine rich protein	11129	https://www.ncbi.nlm.nih.gov/gene/?term=11129
ZNF160	ZNF160	zinc finger protein 160	90338	https://www.ncbi.nlm.nih.gov/gene/?term=90338
EPB41L4A-AS1	EPB41L4A-AS1	EPB41L4A antisense RNA 1	114915	https://www.ncbi.nlm.nih.gov/gene/?term=114915
TGFB1I1	TGFB1I1	transforming growth factor beta 1 induced transcript 1	7041	https://www.ncbi.nlm.nih.gov/gene/?term=7041
SS18L2	SS18L2	SS18 like 2	51188	https://www.ncbi.nlm.nih.gov/gene/?term=51188
MLH3	MLH3	mutL homolog 3	27030	https://www.ncbi.nlm.nih.gov/gene/?term=27030
LTBR	LTBR	lymphotoxin beta receptor	4055	https://www.ncbi.nlm.nih.gov/gene/?term=4055
EIF3G	EIF3G	eukaryotic translation initiation factor 3 subunit G	8666	https://www.ncbi.nlm.nih.gov/gene/?term=8666
SNHG5	SNHG5	small nucleolar RNA host gene 5	387066	https://www.ncbi.nlm.nih.gov/gene/?term=387066
CDK19	CDK19	cyclin dependent kinase 19	23097	https://www.ncbi.nlm.nih.gov/gene/?term=23097
LINC02447	LINC02447	long intergenic non-protein coding RNA 2447	730971	https://www.ncbi.nlm.nih.gov/gene/?term=730971
ID3	ID3	inhibitor of DNA binding 3, HLH protein	3399	https://www.ncbi.nlm.nih.gov/gene/?term=3399
POT1-AS1	POT1-AS1	POT1 antisense RNA 1	401398	https://www.ncbi.nlm.nih.gov/gene/?term=401398
DIS3L2	DIS3L2	DIS3 like 3'-5' exoribonuclease 2	129563	https://www.ncbi.nlm.nih.gov/gene/?term=129563
EDA	EDA	ectodysplasin A	1896	https://www.ncbi.nlm.nih.gov/gene/?term=1896
VANGL1	VANGL1	VANGL planar cell polarity protein 1	81839	https://www.ncbi.nlm.nih.gov/gene/?term=81839
PSKH1	PSKH1	protein serine kinase H1	5681	https://www.ncbi.nlm.nih.gov/gene/?term=5681
ARHGEF40	ARHGEF40	Rho guanine nucleotide exchange factor 40	55701	https://www.ncbi.nlm.nih.gov/gene/?term=55701
DAPK2	DAPK2	death associated protein kinase 2	23604	https://www.ncbi.nlm.nih.gov/gene/?term=23604
GPR4	GPR4	G protein-coupled receptor 4	2828	https://www.ncbi.nlm.nih.gov/gene/?term=2828
HEMK1	HEMK1	HemK methyltransferase family member 1	51409	https://www.ncbi.nlm.nih.gov/gene/?term=51409
NRN1L	NRN1L	neuritin 1 like	123904	https://www.ncbi.nlm.nih.gov/gene/?term=123904
COLEC12	COLEC12	collectin subfamily member 12	81035	https://www.ncbi.nlm.nih.gov/gene/?term=81035
LIPE	LIPE	lipase E, hormone sensitive type	3991	https://www.ncbi.nlm.nih.gov/gene/?term=3991
SHISA7	SHISA7	shisa family member 7	729956	https://www.ncbi.nlm.nih.gov/gene/?term=729956
ARAF	ARAF	A-Raf proto-oncogene, serine/threonine kinase	369	https://www.ncbi.nlm.nih.gov/gene/?term=369
TAGLN2	TAGLN2	transgelin 2	8407	https://www.ncbi.nlm.nih.gov/gene/?term=8407
DPH7	DPH7	diphthamide biosynthesis 7	92715	https://www.ncbi.nlm.nih.gov/gene/?term=92715
TRMT1	TRMT1	tRNA methyltransferase 1	55621	https://www.ncbi.nlm.nih.gov/gene/?term=55621
TMEM63A	TMEM63A	transmembrane protein 63A	9725	https://www.ncbi.nlm.nih.gov/gene/?term=9725
U2AF1L4	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4	199746	https://www.ncbi.nlm.nih.gov/gene/?term=199746
GGA1	GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1	26088	https://www.ncbi.nlm.nih.gov/gene/?term=26088
COMMD3	COMMD3	COMM domain containing 3	23412	https://www.ncbi.nlm.nih.gov/gene/?term=23412
JMJD7-PLA2G4B	JMJD7-PLA2G4B	JMJD7-PLA2G4B readthrough	8681	https://www.ncbi.nlm.nih.gov/gene/?term=8681
SNX11	SNX11	sorting nexin 11	29916	https://www.ncbi.nlm.nih.gov/gene/?term=29916
PALLD	PALLD	palladin, cytoskeletal associated protein	23022	https://www.ncbi.nlm.nih.gov/gene/?term=23022
HSD17B1	HSD17B1	hydroxysteroid 17-beta dehydrogenase 1	3292	https://www.ncbi.nlm.nih.gov/gene/?term=3292
H1FX	H1FX	H1 histone family member X	8971	https://www.ncbi.nlm.nih.gov/gene/?term=8971
MAPRE1	MAPRE1	microtubule associated protein RP/EB family member 1	22919	https://www.ncbi.nlm.nih.gov/gene/?term=22919
PACS2	PACS2	phosphofurin acidic cluster sorting protein 2	23241	https://www.ncbi.nlm.nih.gov/gene/?term=23241
TMEM165	TMEM165	transmembrane protein 165	55858	https://www.ncbi.nlm.nih.gov/gene/?term=55858
WASH4P	WASH4P	WAS protein family homolog 4, pseudogene	374677	https://www.ncbi.nlm.nih.gov/gene/?term=374677
RBPJ	RBPJ	recombination signal binding protein for immunoglobulin kappa J region	3516	https://www.ncbi.nlm.nih.gov/gene/?term=3516
UNC5B	UNC5B	unc-5 netrin receptor B	219699	https://www.ncbi.nlm.nih.gov/gene/?term=219699
PNPLA7	PNPLA7	patatin like phospholipase domain containing 7	375775	https://www.ncbi.nlm.nih.gov/gene/?term=375775
EIF5AL1	EIF5AL1	eukaryotic translation initiation factor 5A-like 1	143244	https://www.ncbi.nlm.nih.gov/gene/?term=143244
MAP4K4	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	9448	https://www.ncbi.nlm.nih.gov/gene/?term=9448
FBRS	FBRS	fibrosin	64319	https://www.ncbi.nlm.nih.gov/gene/?term=64319
RNASE4	RNASE4	ribonuclease A family member 4	6038	https://www.ncbi.nlm.nih.gov/gene/?term=6038
TSPAN4	TSPAN4	tetraspanin 4	7106	https://www.ncbi.nlm.nih.gov/gene/?term=7106
DEDD	DEDD	death effector domain containing	9191	https://www.ncbi.nlm.nih.gov/gene/?term=9191
SELENOO	SELENOO	selenoprotein O	83642	https://www.ncbi.nlm.nih.gov/gene/?term=83642
UTP6	UTP6	UTP6, small subunit processome component	55813	https://www.ncbi.nlm.nih.gov/gene/?term=55813
KIAA1755	KIAA1755	KIAA1755	85449	https://www.ncbi.nlm.nih.gov/gene/?term=85449
TP73	TP73	tumor protein p73	7161	https://www.ncbi.nlm.nih.gov/gene/?term=7161
MAP7D1	MAP7D1	MAP7 domain containing 1	55700	https://www.ncbi.nlm.nih.gov/gene/?term=55700
PPT2-EGFL8	PPT2-EGFL8	PPT2-EGFL8 readthrough (NMD candidate)	100532746	https://www.ncbi.nlm.nih.gov/gene/?term=100532746
PAX6	PAX6	paired box 6	5080	https://www.ncbi.nlm.nih.gov/gene/?term=5080
GINS2	GINS2	GINS complex subunit 2	51659	https://www.ncbi.nlm.nih.gov/gene/?term=51659
KLHL5	KLHL5	kelch like family member 5	51088	https://www.ncbi.nlm.nih.gov/gene/?term=51088
EMC10	EMC10	ER membrane protein complex subunit 10	284361	https://www.ncbi.nlm.nih.gov/gene/?term=284361
NDUFV3	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	4731	https://www.ncbi.nlm.nih.gov/gene/?term=4731
NRG4	NRG4	neuregulin 4	145957	https://www.ncbi.nlm.nih.gov/gene/?term=145957
ATP6V1G2-DDX39B	ATP6V1G2-DDX39B	ATP6V1G2-DDX39B readthrough (NMD candidate)	100532737	https://www.ncbi.nlm.nih.gov/gene/?term=100532737
CBFA2T2	CBFA2T2	CBFA2/RUNX1 translocation partner 2	9139	https://www.ncbi.nlm.nih.gov/gene/?term=9139
ZNF418	ZNF418	zinc finger protein 418	147686	https://www.ncbi.nlm.nih.gov/gene/?term=147686
CCHCR1	CCHCR1	coiled-coil alpha-helical rod protein 1	54535	https://www.ncbi.nlm.nih.gov/gene/?term=54535
WDR49	WDR49	WD repeat domain 49	151790	https://www.ncbi.nlm.nih.gov/gene/?term=151790
ZNF326	ZNF326	zinc finger protein 326	284695	https://www.ncbi.nlm.nih.gov/gene/?term=284695
GIMAP7	GIMAP7	GTPase, IMAP family member 7	168537	https://www.ncbi.nlm.nih.gov/gene/?term=168537
TRPM6	TRPM6	transient receptor potential cation channel subfamily M member 6	140803	https://www.ncbi.nlm.nih.gov/gene/?term=140803
SCOC-AS1	SCOC-AS1	SCOC antisense RNA 1	100129858	https://www.ncbi.nlm.nih.gov/gene/?term=100129858
FOXRED1	FOXRED1	FAD dependent oxidoreductase domain containing 1	55572	https://www.ncbi.nlm.nih.gov/gene/?term=55572
NVL	NVL	nuclear VCP-like	4931	https://www.ncbi.nlm.nih.gov/gene/?term=4931
RCC1	RCC1	regulator of chromosome condensation 1	1104	https://www.ncbi.nlm.nih.gov/gene/?term=1104
TEX45	TEX45	testis expressed 45	374877	https://www.ncbi.nlm.nih.gov/gene/?term=374877
ANAPC5	ANAPC5	anaphase promoting complex subunit 5	51433	https://www.ncbi.nlm.nih.gov/gene/?term=51433
DMAP1	DMAP1	DNA methyltransferase 1 associated protein 1	55929	https://www.ncbi.nlm.nih.gov/gene/?term=55929
ARL6IP6	ARL6IP6	ADP ribosylation factor like GTPase 6 interacting protein 6	151188	https://www.ncbi.nlm.nih.gov/gene/?term=151188
MYCBPAP	MYCBPAP	MYCBP associated protein	84073	https://www.ncbi.nlm.nih.gov/gene/?term=84073
PRCD	PRCD	photoreceptor disc component	768206	https://www.ncbi.nlm.nih.gov/gene/?term=768206
AGPAT4	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	56895	https://www.ncbi.nlm.nih.gov/gene/?term=56895
DSCAML1	DSCAML1	DS cell adhesion molecule like 1	57453	https://www.ncbi.nlm.nih.gov/gene/?term=57453
ERBB2	ERBB2	erb-b2 receptor tyrosine kinase 2	2064	https://www.ncbi.nlm.nih.gov/gene/?term=2064
PQLC2	PQLC2	PQ loop repeat containing 2	54896	https://www.ncbi.nlm.nih.gov/gene/?term=54896
ZBTB42	ZBTB42	zinc finger and BTB domain containing 42	100128927	https://www.ncbi.nlm.nih.gov/gene/?term=100128927
RAB40B	RAB40B	RAB40B, member RAS oncogene family	10966	https://www.ncbi.nlm.nih.gov/gene/?term=10966
REX1BD	REX1BD	required for excision 1-B domain containing	55049	https://www.ncbi.nlm.nih.gov/gene/?term=55049
CFAP157	CFAP157	cilia and flagella associated protein 157	286207	https://www.ncbi.nlm.nih.gov/gene/?term=286207
RANGRF	RANGRF	RAN guanine nucleotide release factor	29098	https://www.ncbi.nlm.nih.gov/gene/?term=29098
PSME1	PSME1	proteasome activator subunit 1	5720	https://www.ncbi.nlm.nih.gov/gene/?term=5720
SNX33	SNX33	sorting nexin 33	257364	https://www.ncbi.nlm.nih.gov/gene/?term=257364
PIGH	PIGH	phosphatidylinositol glycan anchor biosynthesis class H	5283	https://www.ncbi.nlm.nih.gov/gene/?term=5283
SNHG28	SNHG28	small nucleolar RNA host gene 28	284677	https://www.ncbi.nlm.nih.gov/gene/?term=284677
LAMTOR1	LAMTOR1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	55004	https://www.ncbi.nlm.nih.gov/gene/?term=55004
SLC16A9	SLC16A9	solute carrier family 16 member 9	220963	https://www.ncbi.nlm.nih.gov/gene/?term=220963
GJA4	GJA4	gap junction protein alpha 4	2701	https://www.ncbi.nlm.nih.gov/gene/?term=2701
LMBR1L	LMBR1L	limb development membrane protein 1 like	55716	https://www.ncbi.nlm.nih.gov/gene/?term=55716
KIF1C	KIF1C	kinesin family member 1C	10749	https://www.ncbi.nlm.nih.gov/gene/?term=10749
IDUA	IDUA	iduronidase, alpha-L-	3425	https://www.ncbi.nlm.nih.gov/gene/?term=3425
NAGS	NAGS	N-acetylglutamate synthase	162417	https://www.ncbi.nlm.nih.gov/gene/?term=162417
LINC00173	LINC00173	long intergenic non-protein coding RNA 173	100287569	https://www.ncbi.nlm.nih.gov/gene/?term=100287569
ANKMY1	ANKMY1	ankyrin repeat and MYND domain containing 1	51281	https://www.ncbi.nlm.nih.gov/gene/?term=51281
GLI2	GLI2	GLI family zinc finger 2	2736	https://www.ncbi.nlm.nih.gov/gene/?term=2736
HLA-A	HLA-A	major histocompatibility complex, class I, A	3105	https://www.ncbi.nlm.nih.gov/gene/?term=3105
METTL3	METTL3	methyltransferase like 3	56339	https://www.ncbi.nlm.nih.gov/gene/?term=56339
RASSF1	RASSF1	Ras association domain family member 1	11186	https://www.ncbi.nlm.nih.gov/gene/?term=11186
ZC3H14	ZC3H14	zinc finger CCCH-type containing 14	79882	https://www.ncbi.nlm.nih.gov/gene/?term=79882
ICOSLG	ICOSLG	inducible T cell costimulator ligand	23308	https://www.ncbi.nlm.nih.gov/gene/?term=23308
CSF2RB	CSF2RB	colony stimulating factor 2 receptor beta common subunit	1439	https://www.ncbi.nlm.nih.gov/gene/?term=1439
IL2RG	IL2RG	interleukin 2 receptor subunit gamma	3561	https://www.ncbi.nlm.nih.gov/gene/?term=3561
SHROOM1	SHROOM1	shroom family member 1	134549	https://www.ncbi.nlm.nih.gov/gene/?term=134549
NOP53	NOP53	NOP53 ribosome biogenesis factor	29997	https://www.ncbi.nlm.nih.gov/gene/?term=29997
SRRM1	SRRM1	serine and arginine repetitive matrix 1	10250	https://www.ncbi.nlm.nih.gov/gene/?term=10250
FOSL2	FOSL2	FOS like 2, AP-1 transcription factor subunit	2355	https://www.ncbi.nlm.nih.gov/gene/?term=2355
MAPKAPK2	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	9261	https://www.ncbi.nlm.nih.gov/gene/?term=9261
NOXA1	NOXA1	NADPH oxidase activator 1	10811	https://www.ncbi.nlm.nih.gov/gene/?term=10811
UQCC3	UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3	790955	https://www.ncbi.nlm.nih.gov/gene/?term=790955
IQGAP1	IQGAP1	IQ motif containing GTPase activating protein 1	8826	https://www.ncbi.nlm.nih.gov/gene/?term=8826
RTKN	RTKN	rhotekin	6242	https://www.ncbi.nlm.nih.gov/gene/?term=6242
TMEM86B	TMEM86B	transmembrane protein 86B	255043	https://www.ncbi.nlm.nih.gov/gene/?term=255043
GPBP1	GPBP1	GC-rich promoter binding protein 1	65056	https://www.ncbi.nlm.nih.gov/gene/?term=65056
GAB2	GAB2	GRB2 associated binding protein 2	9846	https://www.ncbi.nlm.nih.gov/gene/?term=9846
PPOX	PPOX	protoporphyrinogen oxidase	5498	https://www.ncbi.nlm.nih.gov/gene/?term=5498
POLD1	POLD1	DNA polymerase delta 1, catalytic subunit	5424	https://www.ncbi.nlm.nih.gov/gene/?term=5424
PRPF31	PRPF31	pre-mRNA processing factor 31	26121	https://www.ncbi.nlm.nih.gov/gene/?term=26121
TRIM46	TRIM46	tripartite motif containing 46	80128	https://www.ncbi.nlm.nih.gov/gene/?term=80128
MRGBP	MRGBP	MRG domain binding protein	55257	https://www.ncbi.nlm.nih.gov/gene/?term=55257
MT1M	MT1M	metallothionein 1M	4499	https://www.ncbi.nlm.nih.gov/gene/?term=4499
IKZF2	IKZF2	IKAROS family zinc finger 2	22807	https://www.ncbi.nlm.nih.gov/gene/?term=22807
IGDCC4	IGDCC4	immunoglobulin superfamily DCC subclass member 4	57722	https://www.ncbi.nlm.nih.gov/gene/?term=57722
TMEM222	TMEM222	transmembrane protein 222	84065	https://www.ncbi.nlm.nih.gov/gene/?term=84065
LY6G5B	LY6G5B	lymphocyte antigen 6 family member G5B	58496	https://www.ncbi.nlm.nih.gov/gene/?term=58496
STX18	STX18	syntaxin 18	53407	https://www.ncbi.nlm.nih.gov/gene/?term=53407
BOC	BOC	BOC cell adhesion associated, oncogene regulated	91653	https://www.ncbi.nlm.nih.gov/gene/?term=91653
SRP14-AS1	SRP14-AS1	SRP14 antisense RNA1 (head to head)	100131089	https://www.ncbi.nlm.nih.gov/gene/?term=100131089
SRGN	SRGN	serglycin	5552	https://www.ncbi.nlm.nih.gov/gene/?term=5552
MRVI1	MRVI1	murine retrovirus integration site 1 homolog	10335	https://www.ncbi.nlm.nih.gov/gene/?term=10335
GAMT	GAMT	guanidinoacetate N-methyltransferase	2593	https://www.ncbi.nlm.nih.gov/gene/?term=2593
PTPN6	PTPN6	protein tyrosine phosphatase, non-receptor type 6	5777	https://www.ncbi.nlm.nih.gov/gene/?term=5777
NBPF15	NBPF15	NBPF member 15	284565	https://www.ncbi.nlm.nih.gov/gene/?term=284565
PTOV1	PTOV1	PTOV1, extended AT-hook containing adaptor protein	53635	https://www.ncbi.nlm.nih.gov/gene/?term=53635
CEP164	CEP164	centrosomal protein 164	22897	https://www.ncbi.nlm.nih.gov/gene/?term=22897
MT2A	MT2A	metallothionein 2A	4502	https://www.ncbi.nlm.nih.gov/gene/?term=4502
SNHG17	SNHG17	small nucleolar RNA host gene 17	388796	https://www.ncbi.nlm.nih.gov/gene/?term=388796
ALKBH7	ALKBH7	alkB homolog 7	84266	https://www.ncbi.nlm.nih.gov/gene/?term=84266
AKR1C3	AKR1C3	aldo-keto reductase family 1 member C3	8644	https://www.ncbi.nlm.nih.gov/gene/?term=8644
SETD3	SETD3	SET domain containing 3, actin histidine methyltransferase	84193	https://www.ncbi.nlm.nih.gov/gene/?term=84193
EEF1B2	EEF1B2	eukaryotic translation elongation factor 1 beta 2	1933	https://www.ncbi.nlm.nih.gov/gene/?term=1933
CDK18	CDK18	cyclin dependent kinase 18	5129	https://www.ncbi.nlm.nih.gov/gene/?term=5129
PTK6	PTK6	protein tyrosine kinase 6	5753	https://www.ncbi.nlm.nih.gov/gene/?term=5753
ZNF337	ZNF337	zinc finger protein 337	26152	https://www.ncbi.nlm.nih.gov/gene/?term=26152
PLEKHG3	PLEKHG3	pleckstrin homology and RhoGEF domain containing G3	26030	https://www.ncbi.nlm.nih.gov/gene/?term=26030
BTBD7	BTBD7	BTB domain containing 7	55727	https://www.ncbi.nlm.nih.gov/gene/?term=55727
C7orf50	C7orf50	chromosome 7 open reading frame 50	84310	https://www.ncbi.nlm.nih.gov/gene/?term=84310
UBA52	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	7311	https://www.ncbi.nlm.nih.gov/gene/?term=7311
TSR2	TSR2	TSR2, ribosome maturation factor	90121	https://www.ncbi.nlm.nih.gov/gene/?term=90121
PLEKHG1	PLEKHG1	pleckstrin homology and RhoGEF domain containing G1	57480	https://www.ncbi.nlm.nih.gov/gene/?term=57480
INTS11	INTS11	integrator complex subunit 11	54973	https://www.ncbi.nlm.nih.gov/gene/?term=54973
LTF	LTF	lactotransferrin	4057	https://www.ncbi.nlm.nih.gov/gene/?term=4057
GIMAP5	GIMAP5	GTPase, IMAP family member 5	55340	https://www.ncbi.nlm.nih.gov/gene/?term=55340
ANKS3	ANKS3	ankyrin repeat and sterile alpha motif domain containing 3	124401	https://www.ncbi.nlm.nih.gov/gene/?term=124401
DPM2	DPM2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory	8818	https://www.ncbi.nlm.nih.gov/gene/?term=8818
SAC3D1	SAC3D1	SAC3 domain containing 1	29901	https://www.ncbi.nlm.nih.gov/gene/?term=29901
NSMCE1	NSMCE1	NSE1 homolog, SMC5-SMC6 complex component	197370	https://www.ncbi.nlm.nih.gov/gene/?term=197370
SIVA1	SIVA1	SIVA1 apoptosis inducing factor	10572	https://www.ncbi.nlm.nih.gov/gene/?term=10572
INPPL1	INPPL1	inositol polyphosphate phosphatase like 1	3636	https://www.ncbi.nlm.nih.gov/gene/?term=3636
LRP5	LRP5	LDL receptor related protein 5	4041	https://www.ncbi.nlm.nih.gov/gene/?term=4041
SEMA3F	SEMA3F	semaphorin 3F	6405	https://www.ncbi.nlm.nih.gov/gene/?term=6405
CPOX	CPOX	coproporphyrinogen oxidase	1371	https://www.ncbi.nlm.nih.gov/gene/?term=1371
FUS	FUS	FUS RNA binding protein	2521	https://www.ncbi.nlm.nih.gov/gene/?term=2521
COPE	COPE	coatomer protein complex subunit epsilon	11316	https://www.ncbi.nlm.nih.gov/gene/?term=11316
TPRA1	TPRA1	transmembrane protein adipocyte associated 1	131601	https://www.ncbi.nlm.nih.gov/gene/?term=131601
HEBP2	HEBP2	heme binding protein 2	23593	https://www.ncbi.nlm.nih.gov/gene/?term=23593
STX4	STX4	syntaxin 4	6810	https://www.ncbi.nlm.nih.gov/gene/?term=6810
WWTR1	WWTR1	WW domain containing transcription regulator 1	25937	https://www.ncbi.nlm.nih.gov/gene/?term=25937
SNRNP35	SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35	11066	https://www.ncbi.nlm.nih.gov/gene/?term=11066
SCNN1D	SCNN1D	sodium channel epithelial 1 delta subunit	6339	https://www.ncbi.nlm.nih.gov/gene/?term=6339
PCF11-AS1	PCF11-AS1	PCF11 antisense RNA 1	106736475	https://www.ncbi.nlm.nih.gov/gene/?term=106736475
ACAP3	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	116983	https://www.ncbi.nlm.nih.gov/gene/?term=116983
GET4	GET4	golgi to ER traffic protein 4	51608	https://www.ncbi.nlm.nih.gov/gene/?term=51608
HSPBAP1	HSPBAP1	HSPB1 associated protein 1	79663	https://www.ncbi.nlm.nih.gov/gene/?term=79663
RPSA	RPSA	ribosomal protein SA	3921	https://www.ncbi.nlm.nih.gov/gene/?term=3921
SHROOM4	SHROOM4	shroom family member 4	57477	https://www.ncbi.nlm.nih.gov/gene/?term=57477
MGAT4A	MGAT4A	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A	11320	https://www.ncbi.nlm.nih.gov/gene/?term=11320
CLDND2	CLDND2	claudin domain containing 2	125875	https://www.ncbi.nlm.nih.gov/gene/?term=125875
TRIM47	TRIM47	tripartite motif containing 47	91107	https://www.ncbi.nlm.nih.gov/gene/?term=91107
GTPBP6	GTPBP6	GTP binding protein 6 (putative)	8225	https://www.ncbi.nlm.nih.gov/gene/?term=8225
CCDC82	CCDC82	coiled-coil domain containing 82	79780	https://www.ncbi.nlm.nih.gov/gene/?term=79780
ZNF253	ZNF253	zinc finger protein 253	56242	https://www.ncbi.nlm.nih.gov/gene/?term=56242
ATAD3B	ATAD3B	ATPase family, AAA domain containing 3B	83858	https://www.ncbi.nlm.nih.gov/gene/?term=83858
SBF2	SBF2	SET binding factor 2	81846	https://www.ncbi.nlm.nih.gov/gene/?term=81846
SNX6	SNX6	sorting nexin 6	58533	https://www.ncbi.nlm.nih.gov/gene/?term=58533
PCDHB6	PCDHB6	protocadherin beta 6	56130	https://www.ncbi.nlm.nih.gov/gene/?term=56130
ELL	ELL	elongation factor for RNA polymerase II	8178	https://www.ncbi.nlm.nih.gov/gene/?term=8178
LAS1L	LAS1L	LAS1 like, ribosome biogenesis factor	81887	https://www.ncbi.nlm.nih.gov/gene/?term=81887
SYCE2	SYCE2	synaptonemal complex central element protein 2	256126	https://www.ncbi.nlm.nih.gov/gene/?term=256126
PRKRIP1	PRKRIP1	PRKR interacting protein 1	79706	https://www.ncbi.nlm.nih.gov/gene/?term=79706
TXNRD2	TXNRD2	thioredoxin reductase 2	10587	https://www.ncbi.nlm.nih.gov/gene/?term=10587
PAXIP1-AS2	PAXIP1-AS2	PAXIP1 antisense RNA 2	100132707	https://www.ncbi.nlm.nih.gov/gene/?term=100132707
DOCK6	DOCK6	dedicator of cytokinesis 6	57572	https://www.ncbi.nlm.nih.gov/gene/?term=57572
ASB16-AS1	ASB16-AS1	ASB16 antisense RNA 1	339201	https://www.ncbi.nlm.nih.gov/gene/?term=339201
ATP11C	ATP11C	ATPase phospholipid transporting 11C	286410	https://www.ncbi.nlm.nih.gov/gene/?term=286410
PPP1R3E	PPP1R3E	protein phosphatase 1 regulatory subunit 3E	90673	https://www.ncbi.nlm.nih.gov/gene/?term=90673
NENF	NENF	neudesin neurotrophic factor	29937	https://www.ncbi.nlm.nih.gov/gene/?term=29937
GMPR	GMPR	guanosine monophosphate reductase	2766	https://www.ncbi.nlm.nih.gov/gene/?term=2766
EME2	EME2	essential meiotic structure-specific endonuclease subunit 2	197342	https://www.ncbi.nlm.nih.gov/gene/?term=197342
PPP6R2	PPP6R2	protein phosphatase 6 regulatory subunit 2	9701	https://www.ncbi.nlm.nih.gov/gene/?term=9701
DUSP23	DUSP23	dual specificity phosphatase 23	54935	https://www.ncbi.nlm.nih.gov/gene/?term=54935
MYO19	MYO19	myosin XIX	80179	https://www.ncbi.nlm.nih.gov/gene/?term=80179
PLEKHA4	PLEKHA4	pleckstrin homology domain containing A4	57664	https://www.ncbi.nlm.nih.gov/gene/?term=57664
SLC39A8	SLC39A8	solute carrier family 39 member 8	64116	https://www.ncbi.nlm.nih.gov/gene/?term=64116
MADCAM1	MADCAM1	mucosal vascular addressin cell adhesion molecule 1	8174	https://www.ncbi.nlm.nih.gov/gene/?term=8174
POU2AF1	POU2AF1	POU class 2 associating factor 1	5450	https://www.ncbi.nlm.nih.gov/gene/?term=5450
TIGD1	TIGD1	tigger transposable element derived 1	200765	https://www.ncbi.nlm.nih.gov/gene/?term=200765
MAN1B1	MAN1B1	mannosidase alpha class 1B member 1	11253	https://www.ncbi.nlm.nih.gov/gene/?term=11253
PNN	PNN	pinin, desmosome associated protein	5411	https://www.ncbi.nlm.nih.gov/gene/?term=5411
PAIP2B	PAIP2B	poly(A) binding protein interacting protein 2B	400961	https://www.ncbi.nlm.nih.gov/gene/?term=400961
MAN2C1	MAN2C1	mannosidase alpha class 2C member 1	4123	https://www.ncbi.nlm.nih.gov/gene/?term=4123
L3MBTL1	L3MBTL1	L3MBTL1, histone methyl-lysine binding protein	26013	https://www.ncbi.nlm.nih.gov/gene/?term=26013
ANKRD65	ANKRD65	ankyrin repeat domain 65	441869	https://www.ncbi.nlm.nih.gov/gene/?term=441869
